Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales
INV0092,2026-04-16,C,Mumbai,Normal,Male,Shampoo,Personal Care,7,193.54,Net Banking,3.1,1354.78
INV0093,2026-05-21,C,Mumbai,Normal,Male,Chips,Snacks,8,36.44,Card,3.3,291.52
INV0094,2026-03-21,C,Mumbai,Member,Male,Potato,Vegetables,8,37.13,Cash,4.1,297.04
INV0095,2026-05-08,D,Bengaluru,Member,Male,Rice,Grocery,2,66.92,Cash,4.9,133.84
INV0096,2026-04-27,C,Mumbai,Normal,Female,Cheese,Dairy,7,227.23,Cash,4.1,1590.61
INV0097,2026-03-12,D,Bengaluru,Normal,Male,Chocolate,Snacks,9,53.37,UPI,4.5,480.33
INV0098,2026-03-18,D,Bengaluru,Member,Male,Tea,Beverages,9,128.34,Card,4.7,1155.06
INV0099,2026-03-24,D,Bengaluru,Member,Female,Biscuits,Snacks,8,29.74,Net Banking,4.7,237.92
INV0100,2026-01-12,C,Mumbai,Member,Female,Potato,Vegetables,7,37.50,UPI,3.2,262.50
INV0101,2026-03-15,B,Delhi,Member,Female,Milk,Dairy,10,59.50,Card,3.0,595.00
INV0102,2026-05-09,A,Jaipur,Member,Female,Potato,Vegetables,5,37.50,Net Banking,4.3,187.50
INV0103,2026-06-17,A,Jaipur,Member,Male,Noodles,Grocery,10,58.50,Card,4.6,585.00
INV0104,2026-05-24,D,Bengaluru,Normal,Male,Cold Drink,Beverages,3,73.00,UPI,3.8,219.00
INV0105,2026-04-12,B,Delhi,Normal,Male,Cheese,Dairy,4,242.00,UPI,4.3,968.00
INV0106,2026-05-05,D,Bengaluru,Member,Female,Milk,Dairy,5,59.50,Cash,3.0,297.50
INV0107,2026-04-08,C,Mumbai,Member,Male,Cold Drink,Beverages,3,70.28,Net Banking,4.3,210.84
INV0108,2026-04-10,C,Mumbai,Member,Male,Milk,Dairy,2,59.50,UPI,3.4,119.00
INV0109,2026-04-09,D,Bengaluru,Normal,Male,Bread,Bakery,1,41.37,Card,3.8,41.37
INV0110,2026-06-19,A,Jaipur,Member,Female,Face Wash,Personal Care,1,129.50,UPI,3.4,129.50
INV0111,2026-05-25,B,Delhi,Normal,Male,Biscuits,Snacks,4,30.37,Net Banking,4.7,121.48
INV0112,2026-06-20,B,Delhi,Normal,Female,Cooking Oil,Grocery,4,159.50,Net Banking,3.4,638.00
INV0113,2026-01-14,D,Bengaluru,Normal,Male,Tea,Beverages,10,132.00,Card,3.6,1320.00
INV0114,2026-06-14,D,Bengaluru,Normal,Male,Chocolate,Snacks,10,54.50,Cash,3.9,545.00
INV0115,2026-02-05,D,Bengaluru,Member,Male,Tea,Beverages,5,132.00,UPI,3.1,660.00
INV0116,2026-03-21,B,Delhi,Normal,Male,Chocolate,Snacks,1,54.50,Card,4.0,54.50
INV0117,2026-06-29,C,Mumbai,Normal,Male,Face Wash,Personal Care,7,129.50,Cash,5.0,906.50
INV0118,2026-06-25,C,Mumbai,Normal,Female,Noodles,Grocery,7,58.50,UPI,3.3,409.50
INV0119,2026-06-22,D,Bengaluru,Member,Male,Noodles,Grocery,7,58.50,Cash,5.0,409.50
INV0120,2026-04-01,A,Jaipur,Normal,Male,Tomato,Vegetables,7,46.00,Cash,3.0,322.00
INV0121,2026-02-27,D,Bengaluru,Member,Female,Milk,Dairy,9,59.50,Card,3.3,535.50
INV0122,2026-01-18,A,Jaipur,Member,Male,Milk,Dairy,1,51.00,Card,4.5,51.00
INV0123,2026-05-07,D,Bengaluru,Member,Female,Tomato,Vegetables,3,46.00,Card,4.9,138.00
INV0124,2026-01-10,B,Delhi,Member,Male,Apples,Fruits,5,151.00,UPI,3.6,755.00
INV0125,2026-03-22,D,Bengaluru,Normal,Female,Cheese,Dairy,7,210.00,Cash,3.8,1470.00
INV0126,2026-04-12,A,Jaipur,Member,Female,Cold Drink,Beverages,2,73.00,Net Banking,4.7,146.00
INV0127,2026-04-05,A,Jaipur,Member,Female,Biscuits,Snacks,10,31.20,UPI,3.9,312.00
INV0128,2026-05-26,D,Bengaluru,Member,Male,Chips,Snacks,5,38.00,UPI,3.4,190.00
INV0129,2026-01-25,D,Bengaluru,Member,Female,Tomato,Vegetables,4,46.00,Card,3.4,184.00
INV0130,2026-07-01,D,Bengaluru,Member,Male,Shampoo,Personal Care,3,194.50,Card,3.9,583.50
INV0131,2026-02-10,C,Mumbai,Normal,Male,Bread,Bakery,7,43.50,UPI,4.5,304.50
INV0132,2026-05-11,D,Bengaluru,Normal,Male,Coffee,Beverages,3,177.38,UPI,3.7,532.14
INV0133,2026-04-10,C,Mumbai,Normal,Female,Soap,Personal Care,4,49.00,Net Banking,4.7,196.00
INV0134,2026-03-10,A,Jaipur,Normal,Male,Bread,Bakery,4,43.50,Net Banking,3.1,174.00
INV0135,2026-04-30,A,Jaipur,Normal,Male,Cooking Oil,Grocery,3,159.50,Cash,4.0,478.50
INV0136,2026-03-02,C,Mumbai,Member,Female,Potato,Vegetables,1,37.50,Net Banking,3.8,37.50
INV0137,2026-01-25,C,Mumbai,Member,Male,Soap,Personal Care,6,49.00,Net Banking,4.5,294.00
INV0138,2026-05-29,A,Jaipur,Member,Male,Noodles,Grocery,6,58.50,Cash,4.7,351.00
INV0139,2026-03-22,C,Mumbai,Member,Female,Rice,Grocery,10,75.50,UPI,3.2,755.00
INV0140,2026-04-27,A,Jaipur,Normal,Female,Rice,Grocery,5,74.81,Cash,3.3,374.05
INV0141,2026-01-06,D,Bengaluru,Normal,Female,Milk,Dairy,8,59.50,Card,3.3,476.00
INV0142,2026-01-09,D,Bengaluru,Member,Male,Soap,Personal Care,8,49.00,UPI,4.2,392.00
INV0143,2026-03-24,C,Mumbai,Normal,Female,Soap,Personal Care,9,49.00,Card,3.1,441.00
INV0144,2026-04-17,D,Bengaluru,Normal,Female,Chocolate,Snacks,7,54.50,Net Banking,3.1,381.50
INV0145,2026-01-06,A,Jaipur,Normal,Female,Tea,Beverages,9,132.00,Card,4.4,1188.00
INV0146,2026-01-31,C,Mumbai,Normal,Female,Face Wash,Personal Care,10,129.50,Card,3.8,1295.00
INV0147,2026-02-20,A,Jaipur,Member,Female,Cooking Oil,Grocery,10,159.50,Card,4.6,1595.00
INV0148,2026-04-13,B,Delhi,Normal,Male,Chips,Snacks,1,34.90,UPI,3.6,34.90
INV0149,2026-04-23,D,Bengaluru,Member,Female,Cheese,Dairy,4,210.00,Net Banking,3.9,840.00
INV0150,2026-05-23,D,Bengaluru,Member,Male,Soap,Personal Care,3,49.00,Cash,3.9,147.00
INV0151,2026-03-07,D,Bengaluru,Member,Female,Rice,Grocery,9,75.50,Card,3.5,679.50
INV0152,2026-04-18,B,Delhi,Member,Male,Tea,Beverages,10,132.00,Card,4.7,1320.00
INV0153,2026-05-10,A,Jaipur,Normal,Male,Biscuits,Snacks,5,31.20,UPI,3.7,156.00
INV0154,2026-03-08,B,Delhi,Normal,Female,Chocolate,Snacks,8,54.50,Cash,4.9,436.00
INV0155,2026-03-24,C,Mumbai,Normal,Male,Cooking Oil,Grocery,2,159.50,Card,4.6,319.00
INV0156,2026-03-18,B,Delhi,Normal,Female,Tea,Beverages,4,132.00,UPI,4.6,528.00
INV0157,2026-01-05,C,Mumbai,Normal,Female,Cold Drink,Beverages,2,65.55,Cash,3.6,131.10
INV0158,2026-03-08,D,Bengaluru,Normal,Female,Tomato,Vegetables,10,46.00,Cash,3.8,460.00
INV0159,2026-06-23,C,Mumbai,Member,Female,Soap,Personal Care,6,49.00,Net Banking,3.6,294.00
INV0160,2026-02-17,D,Bengaluru,Normal,Male,Tomato,Vegetables,9,46.00,Net Banking,3.1,414.00
INV0161,2026-01-01,C,Mumbai,Member,Female,Chips,Snacks,10,38.00,Card,4.7,380.00
INV0162,2026-04-15,B,Delhi,Normal,Male,Rice,Grocery,8,75.50,Card,4.1,604.00
INV0163,2026-04-08,C,Mumbai,Normal,Male,Rice,Grocery,2,75.50,UPI,4.1,151.00
INV0164,2026-04-20,B,Delhi,Normal,Male,Tea,Beverages,4,132.00,Net Banking,4.7,528.00
INV0165,2026-05-09,B,Delhi,Normal,Female,Rice,Grocery,4,70.46,Net Banking,3.4,281.84
INV0166,2026-01-10,D,Bengaluru,Normal,Female,Bread,Bakery,8,43.50,Cash,4.4,348.00
INV0167,2026-01-26,D,Bengaluru,Member,Female,Noodles,Grocery,3,58.50,Card,3.8,175.50
INV0168,2026-02-15,B,Delhi,Normal,Female,Noodles,Grocery,3,58.43,Cash,3.0,175.29
INV0169,2026-05-26,B,Delhi,Member,Male,Potato,Vegetables,9,37.50,Cash,3.6,337.50
INV0170,2026-01-11,B,Delhi,Member,Female,Noodles,Grocery,2,58.50,Cash,4.3,117.00
INV0171,2026-03-07,B,Delhi,Normal,Female,Cheese,Dairy,5,210.00,Cash,4.9,1050.00
INV0172,2026-06-20,D,Bengaluru,Member,Female,Soap,Personal Care,2,49.00,Card,4.1,98.00
INV0173,2026-04-22,B,Delhi,Normal,Male,Bread,Bakery,4,43.50,Net Banking,3.2,174.00
INV0174,2026-03-20,D,Bengaluru,Normal,Male,Milk,Dairy,9,59.50,UPI,4.3,535.50
INV0175,2026-05-24,B,Delhi,Normal,Female,Noodles,Grocery,5,55.00,Net Banking,3.4,275.00
INV0176,2026-04-24,A,Jaipur,Normal,Male,Shampoo,Personal Care,1,194.50,Cash,4.4,194.50
INV0177,2026-04-02,A,Jaipur,Normal,Male,Rice,Grocery,10,70.94,Net Banking,4.5,709.40
INV0178,2026-01-23,B,Delhi,Normal,Male,Tea,Beverages,10,132.00,UPI,3.8,1320.00
INV0179,2026-04-17,C,Mumbai,Normal,Female,Cold Drink,Beverages,1,64.36,UPI,3.9,64.36
INV0180,2026-05-09,A,Jaipur,Member,Male,Soap,Personal Care,6,49.00,Cash,3.8,294.00
INV0181,2026-05-27,A,Jaipur,Member,Female,Soap,Personal Care,2,49.00,Net Banking,3.5,98.00
INV0182,2026-01-07,B,Delhi,Member,Female,Cheese,Dairy,5,210.00,Cash,3.4,1050.00
INV0183,2026-02-23,C,Mumbai,Normal,Female,Soap,Personal Care,4,49.00,Cash,3.2,196.00
INV0184,2026-02-25,D,Bengaluru,Normal,Male,Cheese,Dairy,9,239.30,Cash,4.1,2153.70
INV0185,2026-01-22,B,Delhi,Normal,Male,Soap,Personal Care,8,49.00,Cash,3.6,392.00
INV0186,2026-03-23,C,Mumbai,Member,Male,Face Wash,Personal Care,8,129.50,Card,4.1,1036.00
INV0187,2026-02-23,D,Bengaluru,Normal,Female,Cold Drink,Beverages,10,73.00,UPI,4.8,730.00
INV0188,2026-02-05,A,Jaipur,Normal,Female,Bananas,Fruits,7,66.25,Card,5.0,463.75
INV0189,2026-06-28,B,Delhi,Member,Male,Tea,Beverages,4,132.00,Net Banking,3.0,528.00
INV0190,2026-02-14,C,Mumbai,Normal,Male,Tomato,Vegetables,7,46.00,Cash,4.2,322.00
INV0191,2026-05-19,A,Jaipur,Member,Female,Face Wash,Personal Care,7,129.50,Net Banking,4.7,906.50
INV0192,2026-05-08,C,Mumbai,Member,Male,Rice,Grocery,4,75.50,Cash,4.9,302.00
INV0193,2026-05-14,D,Bengaluru,Member,Female,Potato,Vegetables,5,37.50,Card,4.9,187.50
INV0194,2026-01-01,B,Delhi,Member,Female,Biscuits,Snacks,4,31.20,Card,4.6,124.80
INV0195,2026-02-14,D,Bengaluru,Normal,Male,Soap,Personal Care,3,48.44,Net Banking,4.8,145.32
INV0196,2026-05-16,C,Mumbai,Member,Male,Cheese,Dairy,9,235.51,Card,4.1,2119.59
INV0197,2026-05-24,B,Delhi,Normal,Male,Chocolate,Snacks,7,54.50,Net Banking,4.5,381.50
INV0198,2026-04-09,C,Mumbai,Member,Male,Shampoo,Personal Care,4,194.50,UPI,3.4,778.00
INV0199,2026-06-07,C,Mumbai,Member,Male,Tomato,Vegetables,10,46.00,Card,4.5,460.00
INV0200,2026-01-22,A,Jaipur,Normal,Male,Soap,Personal Care,7,48.63,Cash,3.8,340.41
INV0201,2026-04-17,C,Mumbai,Member,Male,Potato,Vegetables,9,35.51,Net Banking,4.9,319.59
INV0202,2026-06-15,D,Bengaluru,Member,Female,Cooking Oil,Grocery,10,159.50,Cash,3.5,1595.00
INV0203,2026-03-20,D,Bengaluru,Member,Male,Bread,Bakery,8,43.50,Card,3.4,348.00
INV0204,2026-05-07,B,Delhi,Member,Male,Tomato,Vegetables,10,46.00,UPI,3.7,460.00
INV0205,2026-02-18,D,Bengaluru,Normal,Male,Tea,Beverages,3,132.00,Cash,3.9,396.00
INV0206,2026-03-12,B,Delhi,Normal,Female,Milk,Dairy,5,54.83,Card,4.6,274.15
INV0207,2026-01-26,B,Delhi,Normal,Male,Potato,Vegetables,3,37.50,Card,4.3,112.50
INV0208,2026-04-15,A,Jaipur,Normal,Female,Bananas,Fruits,8,66.50,Card,4.2,532.00
INV0209,2026-01-04,C,Mumbai,Member,Female,Tomato,Vegetables,3,46.00,Cash,4.0,138.00
INV0210,2026-05-19,A,Jaipur,Normal,Male,Shampoo,Personal Care,8,194.50,Cash,3.6,1556.00
INV0211,2026-06-28,D,Bengaluru,Normal,Female,Chips,Snacks,6,36.19,Card,4.9,217.14
INV0212,2026-01-16,A,Jaipur,Normal,Male,Noodles,Grocery,2,54.55,UPI,4.5,109.10
INV0213,2026-01-27,B,Delhi,Normal,Male,Shampoo,Personal Care,1,187.83,Net Banking,3.4,187.83
INV0214,2026-02-06,A,Jaipur,Member,Male,Cold Drink,Beverages,7,73.00,Cash,3.7,511.00
INV0215,2026-03-12,B,Delhi,Normal,Male,Cold Drink,Beverages,4,73.00,UPI,3.2,292.00
INV0216,2026-03-04,B,Delhi,Normal,Female,Cold Drink,Beverages,5,73.00,Net Banking,4.3,365.00
INV0217,2026-05-27,D,Bengaluru,Normal,Male,Bread,Bakery,8,41.72,Net Banking,4.8,333.76
INV0218,2026-03-22,A,Jaipur,Normal,Male,Soap,Personal Care,7,45.91,Card,3.1,321.37
INV0219,2026-04-16,B,Delhi,Normal,Female,Bread,Bakery,5,43.50,Cash,5.0,217.50
INV0220,2026-05-31,C,Mumbai,Normal,Male,Rice,Grocery,10,75.50,Card,4.4,755.00
INV0221,2026-06-30,C,Mumbai,Member,Female,Milk,Dairy,3,59.50,Card,3.3,178.50
INV0222,2026-02-04,D,Bengaluru,Member,Female,Soap,Personal Care,2,49.00,Card,4.7,98.00
INV0223,2026-03-31,C,Mumbai,Normal,Male,Coffee,Beverages,5,179.51,Net Banking,3.0,897.55
INV0224,2026-01-12,A,Jaipur,Member,Male,Cheese,Dairy,1,210.00,Cash,4.2,210.00
INV0225,2026-02-01,A,Jaipur,Member,Female,Bananas,Fruits,9,66.50,Net Banking,3.6,598.50
INV0226,2026-02-08,B,Delhi,Member,Female,Rice,Grocery,7,75.50,Net Banking,4.2,528.50
INV0227,2026-04-29,B,Delhi,Member,Male,Milk,Dairy,3,59.50,Net Banking,3.5,178.50
INV0228,2026-06-07,A,Jaipur,Normal,Male,Potato,Vegetables,8,37.50,Cash,3.7,300.00
INV0229,2026-05-27,C,Mumbai,Member,Male,Cooking Oil,Grocery,6,159.50,Net Banking,3.1,957.00
INV0230,2026-02-14,C,Mumbai,Normal,Male,Milk,Dairy,9,59.50,Card,4.5,535.50
INV0231,2026-02-22,D,Bengaluru,Member,Female,Chocolate,Snacks,5,54.50,Net Banking,4.7,272.50
INV0232,2026-04-14,B,Delhi,Normal,Male,Soap,Personal Care,6,46.09,UPI,5.0,276.54
INV0233,2026-01-02,D,Bengaluru,Normal,Male,Face Wash,Personal Care,1,126.36,Cash,3.3,126.36
INV0234,2026-02-03,C,Mumbai,Normal,Male,Potato,Vegetables,10,37.50,Cash,4.7,375.00
INV0235,2026-06-03,B,Delhi,Normal,Male,Chocolate,Snacks,5,54.50,UPI,3.5,272.50
INV0236,2026-04-05,D,Bengaluru,Member,Female,Cold Drink,Beverages,4,73.00,Cash,4.1,292.00
INV0237,2026-04-06,A,Jaipur,Member,Female,Soap,Personal Care,6,49.00,Net Banking,3.1,294.00
INV0238,2026-05-22,C,Mumbai,Normal,Male,Rice,Grocery,6,75.50,Cash,4.7,453.00
INV0239,2026-06-11,A,Jaipur,Member,Male,Tomato,Vegetables,6,46.00,Cash,3.2,276.00
INV0240,2026-04-30,B,Delhi,Member,Female,Tea,Beverages,1,132.00,Cash,4.1,132.00
INV0241,2026-04-01,A,Jaipur,Member,Male,Rice,Grocery,10,75.50,Net Banking,3.4,755.00
INV0242,2026-01-11,C,Mumbai,Member,Female,Coffee,Beverages,4,177.84,Card,4.2,711.36
INV0243,2026-06-24,A,Jaipur,Normal,Male,Rice,Grocery,4,73.87,Cash,4.2,295.48
INV0244,2026-03-14,A,Jaipur,Member,Female,Coffee,Beverages,10,183.00,Cash,5.0,1830.00
INV0245,2026-05-22,B,Delhi,Member,Male,Cold Drink,Beverages,7,73.00,Cash,3.4,511.00
INV0246,2026-04-21,D,Bengaluru,Member,Female,Cooking Oil,Grocery,10,159.50,Cash,3.7,1595.00
INV0247,2026-01-02,C,Mumbai,Member,Female,Cheese,Dairy,1,226.08,Cash,4.6,226.08
INV0248,2026-06-28,D,Bengaluru,Normal,Female,Milk,Dairy,10,57.71,Card,4.4,577.10
INV0249,2026-02-13,D,Bengaluru,Member,Female,Tomato,Vegetables,9,46.00,Card,3.9,414.00
INV0250,2026-03-15,D,Bengaluru,Member,Female,Face Wash,Personal Care,9,129.50,Card,3.1,1165.50
INV0251,2026-02-05,B,Delhi,Member,Female,Face Wash,Personal Care,9,129.50,Net Banking,3.9,1165.50
